"","sexo","region","edad","yoprcor","s31c1","zona","e6a","o15","yoprcoripc"
"491",1,7,58,331682.693154403,7,1,9,2,458060.44326665
"492",1,7,29,4e+05,7,1,15,2,552408.012501776
"493",2,7,28,380000,7,1,13,5,524787.611876687
"494",2,7,33,350000,7,1,13,3,483357.010939054
"495",1,7,24,150000,7,1,14,2,207153.004688166
"496",1,7,70,5e+06,7,1,15,1,6905100.1562722
"497",1,7,67,2e+05,7,1,8,2,276204.006250888
"498",1,7,49,2e+05,7,1,7,2,276204.006250888
"499",2,7,52,240000,7,1,9,7,331444.807501065
"500",2,7,43,2e+05,7,1,13,2,276204.006250888
"501",2,7,42,1200000,7,1,15,3,1657224.03750533
"502",1,7,64,3e+05,7,1,8,1,414306.009376332
"503",2,7,51,5e+05,7,1,12,4,690510.01562722
"504",1,7,26,4e+05,7,1,12,5,552408.012501776
"505",1,7,34,1400000,7,1,15,5,1933428.04375622
"506",2,7,34,280000,7,1,14,4,386685.608751243
"507",1,7,54,720000,7,1,9,5,994334.422503196
"508",1,7,48,1700000,7,1,15,5,2347734.05313255
"509",2,7,54,7e+05,7,1,15,3,966714.021878108
"510",1,7,60,7e+05,7,1,15,3,966714.021878108
"511",1,7,51,7e+05,7,1,15,5,966714.021878108
"512",1,7,31,2400000,1,1,15,5,3314448.07501065
"513",2,7,57,4e+05,9,1,13,2,552408.012501776
"514",2,7,40,450000,7,1,12,5,621459.014064498
"515",1,7,36,3300000,7,1,15,5,4557366.10313965
"516",2,7,38,8e+05,7,1,15,5,1104816.02500355
"517",1,7,49,3e+06,7,1,15,1,4143060.09376332
"518",2,7,45,2800000,7,1,15,1,3866856.08751243
"519",2,7,51,1895000,7,1,17,8,2617032.95922716
"520",1,7,36,778000,7,1,15,3,1074433.58431595
"521",2,7,39,1400000,7,1,17,3,1933428.04375622
"522",1,7,56,2e+06,7,1,15,1,2762040.06250888
"523",1,7,49,2800000,7,1,17,4,3866856.08751243
"524",2,7,37,410000,7,1,15,5,566218.21281432
"525",1,7,37,1500000,7,1,15,1,2071530.04688166
"526",2,7,37,1200000,7,1,15,3,1657224.03750533
"527",1,7,41,5e+06,7,1,17,4,6905100.1562722
"528",1,7,37,2e+06,7,1,17,4,2762040.06250888
"529",2,7,39,1e+06,7,1,17,5,1381020.03125444
"530",1,7,52,1e+06,7,1,17,2,1381020.03125444
"531",2,7,46,2e+06,7,1,17,2,2762040.06250888
"532",1,7,48,5e+06,7,1,11,5,6905100.1562722
"533",2,7,50,8e+05,7,1,11,2,1104816.02500355
"534",2,7,43,380000,7,1,15,3,524787.611876687
"535",1,7,44,1600000,7,1,15,3,2209632.0500071
"536",2,7,37,1200000,7,1,15,3,1657224.03750533
"537",1,7,72,1e+07,7,1,15,2,13810200.3125444
"538",2,7,66,8e+06,7,1,15,2,11048160.2500355
"539",1,7,39,650000,7,1,17,3,897663.020315386
"540",2,7,37,1300000,7,1,17,5,1795326.04063077
"541",1,7,39,1500000,7,1,15,5,2071530.04688166
"542",2,7,39,1e+06,7,1,15,5,1381020.03125444
"543",1,7,59,390000,2,1,9,2,538597.812189231
"544",2,7,59,390000,1,1,7,2,538597.812189231
"545",1,7,41,2500000,7,1,15,2,3452550.0781361
"546",2,7,40,7e+05,7,1,15,2,966714.021878108
"547",1,7,31,1100000,7,1,14,5,1519122.03437988
"548",1,7,39,850000,7,1,15,5,1173867.02656627
"549",2,7,52,241000,7,1,11,5,332825.82753232
"550",1,7,50,1e+06,7,1,15,5,1381020.03125444
"551",1,7,41,8e+05,7,1,15,4,1104816.02500355
"552",2,7,40,8e+05,7,1,15,4,1104816.02500355
"553",1,7,35,1400000,7,1,15,4,1933428.04375622
"554",2,7,38,60000,7,1,15,4,82861.2018752664
"555",1,7,38,7e+05,7,1,15,5,966714.021878108
"556",2,7,40,650000,7,1,13,5,897663.020315386
"557",1,7,50,2300000,1,1,17,4,3176346.07188521
"558",2,7,48,1300000,1,1,17,5,1795326.04063077
"559",1,7,49,540000,7,1,17,5,745750.816877397
"560",2,7,46,1200000,1,1,17,5,1657224.03750533
"561",2,7,42,5e+05,7,1,15,4,690510.01562722
"562",1,7,42,5e+05,7,1,11,4,690510.01562722
"563",1,7,36,3e+05,7,1,9,5,414306.009376332
"564",1,7,36,4e+05,7,1,11,5,552408.012501776
"565",2,7,39,4e+05,7,1,11,5,552408.012501776
"566",1,7,37,350000,7,1,9,5,483357.010939054
"567",2,7,31,1e+05,7,1,14,2,138102.003125444
"568",1,7,46,3e+05,7,1,11,2,414306.009376332
"569",2,7,47,1e+05,7,1,9,5,138102.003125444
"570",1,7,50,380000,7,1,9,5,524787.611876687
"571",2,7,43,950000,7,1,15,4,1311969.02969172
"572",2,7,37,1200000,7,1,15,3,1657224.03750533
"573",1,7,39,240000,7,1,9,5,331444.807501065
"574",2,7,33,80000,7,1,9,5,110481.602500355
"575",1,7,60,270000,7,1,8,5,372875.408438699
"576",1,7,63,3e+05,7,1,11,5,414306.009376332
"577",1,7,63,380000,1,1,10,5,524787.611876687
"578",1,7,27,230000,7,1,9,5,317634.607188521
"579",1,7,62,330000,7,1,9,5,455736.610313965
"580",2,7,58,210000,7,1,11,5,290014.206563432
"581",2,7,53,180000,7,1,7,2,248583.605625799
"582",2,7,25,380000,3,1,11,5,524787.611876687
"583",2,7,33,150000,7,1,7,5,207153.004688166
"584",1,7,40,260000,7,1,9,5,359065.208126154
"585",2,7,36,1e+05,7,1,11,2,138102.003125444
"586",2,7,16,22000,7,1,9,5,30382.4406875977
"587",1,7,46,320000,7,1,11,5,441926.410001421
"588",1,7,24,1350000,7,1,15,4,1864377.04219349
"589",1,7,31,4e+05,7,1,11,5,552408.012501776
"590",1,7,27,3e+05,7,1,9,2,414306.009376332
"591",1,7,55,4e+05,7,1,7,5,552408.012501776
"592",1,7,23,230000,7,1,9,5,317634.607188521
"593",1,7,41,6e+05,7,1,9,5,828612.018752664
"594",1,7,57,250000,7,1,9,2,345255.00781361
"595",2,7,55,120000,7,1,7,5,165722.403750533
"596",1,7,28,3e+05,7,1,9,5,414306.009376332
"597",2,7,22,3e+05,7,1,9,5,414306.009376332
"598",1,7,63,5e+05,7,1,9,3,690510.01562722
"599",1,7,65,80000,7,1,6,2,110481.602500355
"600",2,7,52,1e+05,7,1,7,7,138102.003125444
"601",1,7,21,1e+05,7,1,7,5,138102.003125444
"602",1,7,63,3e+05,7,1,7,5,414306.009376332
"603",1,7,24,250000,7,1,12,5,345255.00781361
"604",2,7,23,250000,7,1,12,5,345255.00781361
"605",1,7,62,3e+05,7,1,7,5,414306.009376332
"606",1,7,25,6e+05,7,1,15,5,828612.018752664
"607",1,7,23,250000,7,1,14,5,345255.00781361
"608",1,7,51,220000,7,1,7,5,303824.406875977
"609",1,7,62,240000,7,1,9,2,331444.807501065
"610",1,7,28,120000,2,1,12,5,165722.403750533
"611",1,7,48,2e+05,7,1,9,2,276204.006250888
"612",1,7,27,150000,7,1,11,2,207153.004688166
"613",1,7,48,4e+05,7,1,7,2,552408.012501776
"614",2,7,43,2e+05,7,1,7,7,276204.006250888
"615",2,7,52,250000,7,1,9,5,345255.00781361
"616",1,7,64,4e+05,7,1,7,5,552408.012501776
"617",2,7,57,241000,7,1,7,7,332825.82753232
"618",2,7,33,250000,7,1,11,5,345255.00781361
"619",2,7,52,64000,6,1,7,7,88385.2820002841
"620",1,7,63,240000,7,1,9,5,331444.807501065
"621",2,7,48,320000,7,1,9,5,441926.410001421
"622",1,7,20,250000,7,1,12,3,345255.00781361
"623",1,7,21,280000,7,1,11,5,386685.608751243
"624",2,7,22,280000,7,1,12,5,386685.608751243
"625",1,7,57,210000,7,1,9,5,290014.206563432
"626",1,7,33,320000,7,1,9,5,441926.410001421
"627",2,7,57,250000,7,1,9,7,345255.00781361
"628",1,7,22,250000,7,1,7,5,345255.00781361
"629",1,7,44,2e+05,7,1,9,2,276204.006250888
"630",1,7,53,240615,7,1,7,5,332294.134820287
"631",2,7,50,5e+05,7,1,9,5,690510.01562722
"632",1,7,20,221331,7,1,11,5,305662.544537576
"633",2,7,36,241000,7,1,9,5,332825.82753232
"634",1,7,59,60000,7,1,7,2,82861.2018752664
"635",2,7,54,60000,7,1,9,2,82861.2018752664
"636",2,7,26,3e+05,7,1,13,3,414306.009376332
"637",2,7,55,241000,7,1,11,5,332825.82753232
"638",1,7,27,317000,7,1,11,5,437783.349907657
"639",2,7,54,230000,7,1,7,5,317634.607188521
"640",1,7,47,3e+05,5,1,7,5,414306.009376332
"641",1,7,20,230000,7,1,11,5,317634.607188521
"642",2,7,33,330000,7,1,13,5,455736.610313965
"643",1,7,27,4e+05,7,1,9,5,552408.012501776
"644",2,7,43,60000,4,1,11,2,82861.2018752664
"645",1,7,18,240000,7,1,11,5,331444.807501065
"646",1,7,42,241000,7,1,7,5,332825.82753232
"647",1,7,48,50000,7,1,7,5,69051.001562722
"648",2,7,51,48000,1,1,7,5,66288.9615002131
"649",1,7,45,240000,7,1,9,5,331444.807501065
"650",1,7,55,350000,5,1,11,5,483357.010939054
"651",2,7,53,1e+05,7,1,11,2,138102.003125444
"652",2,7,32,250000,7,1,12,7,345255.00781361
"653",2,7,26,249000,7,1,11,5,343873.987782355
"654",2,7,58,240000,7,1,11,5,331444.807501065
"655",1,7,27,450000,7,1,11,4,621459.014064498
"656",2,7,43,180000,7,1,7,5,248583.605625799
"657",1,7,20,241000,7,1,9,5,332825.82753232
"658",1,7,58,250000,1,1,9,5,345255.00781361
"659",2,7,35,125000,7,1,11,5,172627.503906805
"660",1,7,74,319000,7,1,1,3,440545.389970166
"661",2,7,54,80000,7,1,11,7,110481.602500355
"662",2,7,34,241000,7,1,11,5,332825.82753232
"663",1,7,25,241000,7,1,9,5,332825.82753232
"664",1,7,57,330000,7,1,7,5,455736.610313965
"665",1,7,25,34000,7,1,9,5,46954.6810626509
"666",2,7,19,10000,7,1,11,7,13810.2003125444
"667",1,7,21,18000,7,1,14,5,24858.3605625799
"668",2,7,42,331682.693154403,7,1,9,5,458060.44326665
"669",1,7,58,380000,7,1,11,4,524787.611876687
"670",2,7,62,130000,7,1,7,7,179532.604063077
"671",1,7,19,220000,7,1,14,5,303824.406875977
"672",2,7,52,250000,7,1,7,7,345255.00781361
"673",1,7,25,4e+05,7,1,11,5,552408.012501776
"674",2,7,26,4e+05,7,1,9,5,552408.012501776
"675",2,7,49,130000,7,1,7,7,179532.604063077
"676",2,7,26,70000,7,1,9,5,96671.4021878108
"677",1,7,19,40000,7,1,9,5,55240.8012501776
"678",1,7,63,3e+05,7,1,11,2,414306.009376332
"679",2,7,57,80000,7,1,7,7,110481.602500355
"680",1,7,30,241000,7,1,11,4,332825.82753232
"681",2,7,35,241000,7,1,11,4,332825.82753232
"682",1,7,54,240000,7,1,11,5,331444.807501065
"683",2,7,34,2e+05,7,1,9,2,276204.006250888
"684",1,7,37,2e+05,7,1,11,2,276204.006250888
"685",2,7,36,230000,7,1,11,5,317634.607188521
"686",2,7,49,241000,7,1,11,5,332825.82753232
"687",1,7,44,241000,7,1,11,5,332825.82753232
"688",1,7,22,3e+05,7,1,11,5,414306.009376332
"689",2,7,37,250000,7,1,7,7,345255.00781361
"690",1,7,57,50000,7,1,9,2,69051.001562722
"691",2,7,55,50000,7,1,9,2,69051.001562722
"692",1,7,26,864921,7,1,15,3,1194473.22645262
"693",2,7,41,3e+05,7,1,15,5,414306.009376332
"694",2,7,18,30000,7,1,14,5,41430.6009376332
"695",1,7,67,150000,7,1,6,2,207153.004688166
"696",2,7,67,150000,5,1,6,7,207153.004688166
"697",2,7,40,410000,7,1,11,5,566218.21281432
"698",1,7,69,80000,6,1,6,2,110481.602500355
"699",2,7,32,183000,7,1,9,5,252726.665719562
"700",1,7,43,250000,1,1,9,5,345255.00781361
"701",1,7,63,150000,1,1,6,2,207153.004688166
"702",2,7,60,110000,7,1,11,5,151912.203437988
"703",1,7,25,250000,7,1,11,5,345255.00781361
"704",1,7,35,7e+05,7,1,9,5,966714.021878108
"705",2,7,39,1e+05,7,1,9,2,138102.003125444
"706",1,7,22,380000,7,1,12,5,524787.611876687
"707",1,7,63,150000,7,1,14,2,207153.004688166
"708",1,7,39,250000,7,1,15,5,345255.00781361
"709",2,7,62,250000,5,1,8,2,345255.00781361
"710",1,7,39,1100000,7,1,14,3,1519122.03437988
"711",1,7,34,5e+05,5,1,9,2,690510.01562722
"712",2,7,38,4e+05,7,1,9,4,552408.012501776
"713",2,7,57,60000,7,1,7,7,82861.2018752664
"714",1,7,74,60000,7,1,6,2,82861.2018752664
"715",2,7,69,80000,3,1,7,7,110481.602500355
"716",1,7,62,250000,7,1,1,5,345255.00781361
"717",1,7,58,350000,7,1,9,5,483357.010939054
"718",1,7,53,241000,7,1,11,5,332825.82753232
"719",1,7,51,3e+05,7,1,7,5,414306.009376332
"720",1,7,32,250000,7,1,11,5,345255.00781361
"721",1,7,39,250000,7,1,11,5,345255.00781361
"722",2,7,35,80000,7,1,11,5,110481.602500355
"723",2,7,58,50000,1,1,9,2,69051.001562722
"724",2,7,60,120000,7,1,6,7,165722.403750533
"725",1,7,36,307000,7,1,9,3,423973.149595113
"726",1,7,27,3e+05,7,1,11,5,414306.009376332
"727",1,7,75,40000,5,1,7,2,55240.8012501776
"728",1,7,49,5e+05,7,1,9,2,690510.01562722
"729",2,7,47,331682.693154403,7,1,12,9,458060.44326665
"730",2,7,25,320000,7,1,15,5,441926.410001421
"731",1,7,38,450000,5,1,9,5,621459.014064498
"732",1,7,53,220000,7,1,9,2,303824.406875977
"733",2,7,26,180000,7,1,9,5,248583.605625799
"734",1,7,38,180000,7,1,11,2,248583.605625799
"735",1,7,53,150000,7,1,9,2,207153.004688166
"736",1,7,24,140000,7,1,13,5,193342.804375622
"737",2,7,27,241000,7,1,13,5,332825.82753232
"738",1,7,27,250000,7,1,9,5,345255.00781361
"739",1,7,35,1e+05,1,1,7,2,138102.003125444
"740",1,7,24,250000,7,1,7,5,345255.00781361
"741",2,7,44,309000,7,1,11,3,426735.189657622
"742",1,7,47,250000,6,1,9,3,345255.00781361
"743",1,7,39,250000,7,1,9,5,345255.00781361
"744",1,7,30,250000,7,1,11,5,345255.00781361
"745",1,7,54,250000,7,1,7,5,345255.00781361
"746",1,7,30,1e+05,7,1,11,2,138102.003125444
"747",1,7,57,3e+05,7,1,9,5,414306.009376332
"748",2,7,44,280000,1,1,7,5,386685.608751243
"749",1,7,26,70000,7,1,12,2,96671.4021878108
"750",1,7,39,454000,7,1,9,5,626983.094189515
"751",1,7,50,3e+05,7,1,7,2,414306.009376332
"752",1,7,44,4e+05,1,1,9,5,552408.012501776
"753",1,7,58,2e+05,1,1,9,2,276204.006250888
"754",1,7,23,4e+05,7,1,11,5,552408.012501776
"755",1,7,30,250000,7,1,7,5,345255.00781361
"756",1,7,45,327000,7,1,9,3,451593.550220202
"757",2,7,32,280000,7,1,13,3,386685.608751243
"758",1,7,43,6e+05,7,1,9,5,828612.018752664
"759",2,7,39,170000,7,1,7,7,234773.405313255
"760",1,7,51,250000,2,1,7,5,345255.00781361
"761",1,7,33,220000,2,1,9,5,303824.406875977
"762",2,7,23,331682.693154403,7,1,7,2,458060.44326665
"763",1,7,70,30000,7,1,6,5,41430.6009376332
"764",1,7,38,2e+05,7,1,7,5,276204.006250888
"765",2,7,32,80000,7,1,7,5,110481.602500355
"766",1,7,52,5e+05,7,1,7,2,690510.01562722
"767",1,7,47,180000,7,1,9,5,248583.605625799
"768",1,7,28,250000,7,1,9,3,345255.00781361
"769",2,7,19,27000,7,1,11,5,37287.5408438699
"770",1,7,33,380000,2,1,11,5,524787.611876687
"771",1,7,58,1e+06,7,1,15,5,1381020.03125444
"772",2,7,62,1100000,7,1,15,3,1519122.03437988
"773",2,7,42,316843,7,1,14,3,437566.52976275
"774",1,7,35,448210,7,1,14,5,618986.988208552
"775",2,7,64,580933,7,1,15,3,802280.109816735
"776",1,7,53,120000,7,1,7,5,165722.403750533
"777",2,7,75,80000,7,1,6,2,110481.602500355
"778",1,7,33,1e+06,7,1,15,5,1381020.03125444
"779",2,7,33,750000,7,1,17,3,1035765.02344083
"780",1,7,68,331682.693154403,7,1,6,2,458060.44326665
"781",1,7,73,331682.693154403,7,1,6,2,458060.44326665
"782",2,7,69,30000,7,1,7,2,41430.6009376332
"783",1,7,54,6e+05,7,1,7,5,828612.018752664
"784",1,7,31,5e+05,7,1,9,5,690510.01562722
"785",2,7,26,550000,7,1,13,5,759561.017189942
"786",2,7,52,260000,7,1,11,5,359065.208126154
"787",1,7,29,460000,7,1,14,5,635269.214377042
"788",1,7,27,3e+05,7,1,14,5,414306.009376332
"789",2,7,32,450000,7,1,15,3,621459.014064498
"790",1,7,62,3e+05,7,1,7,2,414306.009376332
"791",1,7,52,1e+06,7,1,15,3,1381020.03125444
"792",2,7,45,4e+05,7,1,13,5,552408.012501776
"793",1,7,49,1600000,7,1,15,3,2209632.0500071
"794",2,7,49,1200000,7,1,15,3,1657224.03750533
"795",2,7,27,250000,7,1,13,2,345255.00781361
"796",2,7,53,350000,7,1,9,3,483357.010939054
"797",1,7,24,120000,7,1,15,5,165722.403750533
"798",1,7,60,8e+05,7,1,15,3,1104816.02500355
"799",1,7,66,280000,7,1,9,5,386685.608751243
"800",1,7,53,3e+05,7,1,11,5,414306.009376332
"801",2,7,29,5e+05,7,1,12,5,690510.01562722
"802",1,7,46,6e+05,7,1,7,2,828612.018752664
"803",2,7,38,520000,7,1,7,5,718130.416252309
"804",1,7,59,316402,7,1,11,5,436957.499928967
"805",2,7,53,150000,7,1,7,7,207153.004688166
"806",1,7,27,150000,7,1,9,2,207153.004688166
"807",2,7,50,3e+05,7,1,9,5,414306.009376332
"808",2,7,54,150000,7,1,9,5,207153.004688166
"809",2,7,23,2e+05,7,1,14,5,276204.006250888
"810",1,7,29,1e+05,6,1,12,2,138102.003125444
"811",1,7,26,240000,7,1,14,4,331444.807501065
"812",1,7,38,7e+05,7,1,11,5,966714.021878108
"813",1,7,51,1290000,7,1,9,5,1781515.84031823
"814",2,7,51,250000,5,1,9,7,345255.00781361
"815",1,7,25,9e+05,7,1,14,5,1242918.028129
"816",2,7,30,4e+05,7,1,15,5,552408.012501776
"817",1,7,27,5e+05,7,1,11,5,690510.01562722
"818",2,7,23,40000,7,1,11,2,55240.8012501776
"819",1,7,28,5e+05,7,1,12,2,690510.01562722
"820",2,7,25,95000,7,1,11,5,131196.902969172
"821",1,7,53,5e+05,7,1,9,3,690510.01562722
"822",1,7,56,1e+06,7,1,15,5,1381020.03125444
"823",2,7,40,360000,7,1,12,3,497167.211251598
"824",1,7,56,1300000,7,1,15,5,1795326.04063077
"825",2,7,30,650000,7,1,15,3,897663.020315386
"826",1,7,64,6e+05,7,1,9,2,828612.018752664
"827",1,7,35,3e+05,7,1,9,4,414306.009376332
"828",1,7,30,320000,7,1,14,5,441926.410001421
"829",1,7,46,850000,7,1,11,2,1173867.02656627
"830",1,7,63,240000,7,1,9,5,331444.807501065
"831",1,7,39,240000,7,1,9,5,331444.807501065
"832",1,7,46,550000,7,1,9,5,759561.017189942
"833",2,7,60,850000,7,1,15,4,1173867.02656627
"834",1,7,26,3e+05,7,1,11,5,414306.009376332
"835",2,7,26,993000,7,1,13,5,1371352.89103566
"836",1,7,29,450000,7,1,14,5,621459.014064498
"837",2,7,66,30000,7,1,11,2,41430.6009376332
"838",2,7,42,280000,7,1,12,5,386685.608751243
"839",1,7,44,280000,7,1,12,5,386685.608751243
"840",2,7,50,241000,1,1,9,5,332825.82753232
"841",1,7,20,241000,7,1,9,3,332825.82753232
"842",1,7,19,250000,7,1,9,5,345255.00781361
"843",1,7,60,240000,7,1,11,5,331444.807501065
"844",2,7,19,241000,7,1,11,5,332825.82753232
"845",1,7,58,241000,7,1,7,5,332825.82753232
"846",2,7,53,180000,7,1,7,5,248583.605625799
"847",1,7,58,550000,7,1,14,5,759561.017189942
"848",2,7,34,3e+05,7,1,15,2,414306.009376332
"849",1,7,34,110000,7,1,11,2,151912.203437988
"850",1,7,38,4e+05,7,1,11,5,552408.012501776
"851",2,7,35,3e+05,7,1,11,3,414306.009376332
"852",2,7,35,2e+05,7,1,9,2,276204.006250888
"853",1,7,18,2e+05,7,1,11,5,276204.006250888
"854",2,7,28,241000,7,1,9,5,332825.82753232
"855",2,7,39,350000,7,1,15,3,483357.010939054
"856",1,7,41,7e+05,7,1,11,5,966714.021878108
"857",2,7,36,280000,7,1,9,5,386685.608751243
"858",1,7,52,8e+05,7,1,7,2,1104816.02500355
"859",2,7,50,440000,7,1,13,3,607648.813751953
"860",1,7,38,240000,7,1,9,5,331444.807501065
"861",2,7,41,245000,7,1,13,5,338349.907657338
"862",1,7,50,3e+05,7,1,9,5,414306.009376332
"863",2,7,52,5e+05,7,1,9,5,690510.01562722
"864",1,7,41,380000,7,1,9,3,524787.611876687
"865",2,7,41,220000,4,1,11,3,303824.406875977
"866",2,7,33,167000,7,1,11,5,230630.345219491
"867",2,7,52,680000,7,1,15,5,939093.621253019
"868",1,7,40,3e+05,7,1,11,5,414306.009376332
"869",2,7,30,150000,7,1,13,5,207153.004688166
"870",1,7,27,350000,7,1,11,5,483357.010939054
"871",2,7,27,250000,7,1,11,5,345255.00781361
"872",1,7,30,6e+05,7,1,15,5,828612.018752664
"873",1,7,27,470000,7,1,14,5,649079.414689586
"874",1,7,63,340000,7,1,8,5,469546.810626509
"875",2,7,53,3e+05,7,1,11,5,414306.009376332
"876",1,7,36,3e+05,7,1,9,5,414306.009376332
"877",2,7,46,2e+05,7,1,7,7,276204.006250888
"878",1,7,40,450000,7,1,11,5,621459.014064498
"879",1,7,40,4e+05,7,1,15,3,552408.012501776
"880",1,7,41,4e+05,7,1,17,3,552408.012501776
"881",2,7,41,8e+05,7,1,17,3,1104816.02500355
"882",1,7,56,2e+06,7,1,15,5,2762040.06250888
"883",2,7,56,2e+06,7,1,15,5,2762040.06250888
"884",2,7,29,1300000,7,1,15,3,1795326.04063077
"885",1,7,52,7e+05,7,1,15,5,966714.021878108
"886",2,7,49,7e+05,7,1,15,5,966714.021878108
"887",2,7,54,8e+05,7,1,15,3,1104816.02500355
"888",1,7,50,360000,7,1,11,5,497167.211251598
"889",2,7,43,360000,7,1,13,5,497167.211251598
"890",1,7,47,3e+05,7,1,9,5,414306.009376332
"891",1,7,41,147240,7,1,9,5,203341.389401904
"892",1,7,52,80000,7,1,7,2,110481.602500355
"893",2,7,28,450000,7,1,15,3,621459.014064498
"894",1,7,40,230000,7,1,11,2,317634.607188521
"895",2,7,35,241000,7,1,9,5,332825.82753232
"896",2,7,57,240000,7,1,7,5,331444.807501065
"897",1,7,26,250000,7,1,11,5,345255.00781361
"898",1,7,21,241000,7,1,9,5,332825.82753232
"899",2,7,20,80000,7,1,11,7,110481.602500355
"900",1,7,64,240000,7,1,7,5,331444.807501065
"901",1,7,44,60000,7,1,7,2,82861.2018752664
"902",1,7,51,241000,7,1,9,5,332825.82753232
"903",2,7,50,1e+05,7,1,7,2,138102.003125444
"904",1,7,49,50000,7,1,7,2,69051.001562722
"905",1,7,32,241000,7,1,9,5,332825.82753232
"906",1,7,57,210000,7,1,7,5,290014.206563432
"907",1,7,38,241000,7,1,7,5,332825.82753232
"908",1,7,33,241000,7,1,11,5,332825.82753232
"909",1,7,45,240000,7,1,7,2,331444.807501065
"910",2,7,32,120000,7,1,7,2,165722.403750533
"911",1,7,45,241000,7,1,7,5,332825.82753232
"912",1,7,61,1300000,7,1,15,3,1795326.04063077
"913",2,7,59,60000,7,1,13,2,82861.2018752664
"914",2,7,61,150000,7,1,8,2,207153.004688166
"915",1,7,22,180000,7,1,11,5,248583.605625799
"916",1,7,66,280000,7,1,1,3,386685.608751243
"917",1,7,69,250000,7,1,9,5,345255.00781361
"918",2,7,37,1e+05,7,1,11,7,138102.003125444
"919",2,7,21,2e+05,7,1,7,5,276204.006250888
"920",1,7,67,1e+05,7,1,6,2,138102.003125444
"921",1,7,60,80000,7,1,1,2,110481.602500355
"922",1,7,23,240000,7,1,9,5,331444.807501065
"923",1,7,39,730000,7,1,14,5,1008144.62281574
"924",1,7,38,450000,7,1,15,3,621459.014064498
"925",2,7,35,130000,7,1,13,5,179532.604063077
"926",2,7,59,240000,7,1,9,5,331444.807501065
"927",1,7,20,120000,7,1,9,5,165722.403750533
"928",1,7,54,50000,2,1,7,5,69051.001562722
"929",1,7,45,241000,7,1,9,5,332825.82753232
"930",1,7,60,850000,7,1,14,5,1173867.02656627
"931",2,7,32,7e+05,7,1,15,3,966714.021878108
"932",1,7,33,1e+06,7,1,11,2,1381020.03125444
"933",1,7,25,6e+05,7,1,15,5,828612.018752664
"934",1,7,58,281000,5,1,11,5,388066.628782497
"935",2,7,43,1100000,7,1,15,3,1519122.03437988
"936",1,7,58,5e+05,7,1,14,5,690510.01562722
"937",2,7,52,380000,7,1,15,5,524787.611876687
"938",2,7,54,2e+05,7,1,15,3,276204.006250888
"939",1,7,46,350000,7,1,13,5,483357.010939054
"940",2,7,49,192000,7,1,9,5,265155.846000852
"941",1,7,21,250000,7,1,11,5,345255.00781361
"942",1,7,44,1500000,7,1,15,2,2071530.04688166
"943",2,7,42,1500000,7,1,15,5,2071530.04688166
"944",1,7,38,540000,7,1,13,3,745750.816877397
"945",1,7,47,8e+05,7,1,9,5,1104816.02500355
"946",1,7,57,2e+05,7,1,7,2,276204.006250888
"947",2,7,54,560000,7,1,14,3,773371.217502486
"948",2,7,30,3e+05,7,1,15,5,414306.009376332
"949",2,7,40,170000,7,1,9,5,234773.405313255
"950",2,7,33,250000,7,1,11,2,345255.00781361
"951",1,7,42,2400000,7,1,9,2,3314448.07501065
"952",1,7,57,70000,7,1,7,2,96671.4021878108
"953",2,7,43,310000,7,1,11,3,428116.209688876
"954",2,7,54,280000,7,1,15,3,386685.608751243
"955",1,7,26,250000,7,1,15,5,345255.00781361
"956",1,7,40,2e+05,7,1,11,2,276204.006250888
"957",2,7,36,2e+05,7,1,11,2,276204.006250888
"958",1,7,45,320000,7,1,7,3,441926.410001421
"959",1,7,31,320000,7,1,11,5,441926.410001421
"960",1,7,56,550000,7,1,11,5,759561.017189942
"961",2,7,61,370000,7,1,11,5,510977.411564143
"962",1,7,29,859045,7,1,12,8,1186358.35274897
"963",2,7,40,550000,7,1,13,5,759561.017189942
"964",1,7,42,460000,7,1,14,5,635269.214377042
"965",1,7,60,241000,7,1,7,5,332825.82753232
"966",1,7,25,241000,7,1,9,5,332825.82753232
"967",2,7,56,495000,7,1,15,4,683604.915470948
"968",1,7,25,240000,7,1,13,5,331444.807501065
"969",1,7,29,80000,7,1,9,5,110481.602500355
"970",2,7,39,40000,7,1,15,4,55240.8012501776
"971",1,7,43,310000,7,1,9,5,428116.209688876
"972",2,7,42,625000,7,1,11,3,863137.519534025
"973",1,7,48,370000,7,1,9,5,510977.411564143
"974",1,7,50,280000,7,1,9,5,386685.608751243
"975",2,7,23,330000,7,1,14,5,455736.610313965
"976",1,7,49,3e+05,7,1,9,3,414306.009376332
"977",1,7,40,4e+05,7,1,9,5,552408.012501776
"978",1,7,57,6e+05,7,1,15,4,828612.018752664
"979",1,7,40,490000,7,1,14,5,676699.815314675
"980",2,7,42,580000,7,1,15,3,800991.618127575
"981",1,7,42,620000,7,1,15,3,856232.419377752
"982",2,7,50,285000,7,1,9,5,393590.708907515
"983",2,7,36,120000,7,1,11,2,165722.403750533
"984",2,7,55,5e+05,7,1,9,5,690510.01562722
"985",1,7,59,326000,7,1,7,5,450212.530188947
"986",1,7,33,270000,7,1,14,5,372875.408438699
"987",2,7,48,3e+05,7,1,11,5,414306.009376332
"988",1,7,37,6e+05,7,1,9,2,828612.018752664
"989",2,7,42,15000,7,1,9,2,20715.3004688166
