"","sexo","region","edad","yoprcor","s31a1","zona","e6a","o15","yoprcoripc"
"488",1,7,45,1e+06,7,1,11,5,1314892.46584607
"489",1,7,45,9e+05,7,1,13,3,1183403.21926146
"490",2,7,40,6e+05,7,1,15,3,788935.479507642
"491",1,7,64,318000,7,1,9,5,418135.80413905
"492",2,7,26,370000,7,1,13,3,486510.212363046
"493",2,7,58,180000,5,1,7,7,236680.643852293
"494",2,7,65,60000,1,1,11,2,78893.5479507642
"495",2,7,45,250000,7,1,13,5,328723.116461518
"496",1,7,31,460000,7,1,15,5,604850.534289192
"497",1,7,37,4e+05,7,1,11,3,525956.986338428
"498",2,7,34,6e+05,7,1,15,3,788935.479507642
"499",2,7,38,310000,7,1,13,3,407616.664412282
"500",1,7,49,450000,7,1,11,5,591701.609630732
"501",1,7,26,3e+05,7,1,15,5,394467.739753821
"502",1,7,62,3e+05,7,1,6,5,394467.739753821
"503",1,7,61,4e+05,1,1,7,5,525956.986338428
"504",2,7,55,2e+05,7,1,7,3,262978.493169214
"505",1,7,64,420000,7,1,9,4,552254.83565535
"506",1,7,27,480000,7,1,14,5,631148.383606114
"507",1,7,25,650000,7,1,11,5,854680.102799946
"508",1,7,27,501000,7,1,15,5,658761.125388881
"509",2,7,36,348000,7,1,15,5,457582.578114432
"510",1,7,48,231000,7,1,9,5,303740.159610442
"511",2,7,40,275000,7,1,11,5,361595.428107669
"512",1,7,20,275000,7,1,11,5,361595.428107669
"513",1,7,51,1e+06,7,1,9,2,1314892.46584607
"514",2,7,49,3e+05,7,1,9,5,394467.739753821
"515",1,7,49,8e+05,2,1,9,5,1051913.97267686
"516",1,7,64,450000,7,1,7,5,591701.609630732
"517",2,7,54,270000,1,1,9,7,355020.965778439
"518",1,7,27,3e+05,7,1,14,5,394467.739753821
"519",2,7,25,270000,7,1,11,5,355020.965778439
"520",2,7,55,120000,1,1,9,7,157787.095901528
"521",1,7,49,350000,7,1,9,2,460212.363046125
"522",1,7,42,450000,7,1,9,5,591701.609630732
"523",2,7,41,350000,7,1,9,5,460212.363046125
"524",1,7,50,530000,7,1,9,4,696893.006898417
"525",2,7,47,385000,2,1,9,5,506233.599350737
"526",2,7,25,750000,2,1,14,5,986169.349384553
"527",2,7,50,450000,7,1,13,2,591701.609630732
"528",1,7,36,4e+05,7,1,15,5,525956.986338428
"529",2,7,43,270000,7,1,11,5,355020.965778439
"530",1,7,32,1200000,7,1,9,5,1577870.95901528
"531",2,7,31,4e+05,2,1,9,5,525956.986338428
"532",2,7,38,380008,7,1,11,5,499669.656161233
"533",2,7,54,310000,7,1,11,3,407616.664412282
"534",2,7,42,6e+05,7,1,15,5,788935.479507642
"535",2,7,53,2e+05,7,1,14,5,262978.493169214
"536",1,7,23,270000,7,1,15,5,355020.965778439
"537",2,7,55,6e+05,7,1,13,3,788935.479507642
"538",1,7,23,5e+05,7,1,13,5,657446.232923035
"539",2,7,42,220000,7,1,9,5,289276.342486135
"540",1,7,23,180000,7,1,9,5,236680.643852293
"541",1,7,58,450000,7,1,11,2,591701.609630732
"542",2,7,60,280000,7,1,9,2,368169.8904369
"543",1,7,20,240000,7,1,7,5,315574.191803057
"544",1,7,17,240000,7,1,7,5,315574.191803057
"545",1,7,40,4e+05,7,1,9,5,525956.986338428
"546",2,7,49,250000,7,1,7,5,328723.116461518
"547",2,7,32,276000,7,1,9,5,362910.320573515
"548",1,7,51,350000,7,1,9,5,460212.363046125
"549",2,7,38,40000,7,1,9,2,52595.6986338428
"550",1,7,55,270000,7,1,7,5,355020.965778439
"551",2,7,28,270000,7,1,9,5,355020.965778439
"552",2,7,24,305000,7,1,13,3,401042.202083051
"553",1,7,23,270000,7,1,14,5,355020.965778439
"554",1,7,32,4e+05,7,1,13,5,525956.986338428
"555",1,7,20,150000,7,1,9,5,197233.869876911
"556",2,7,37,2e+05,7,1,9,5,262978.493169214
"557",2,7,29,270000,7,1,12,4,355020.965778439
"558",1,7,28,2e+05,7,1,9,5,262978.493169214
"559",2,7,57,150000,7,1,7,2,197233.869876911
"560",2,7,30,270000,7,1,9,5,355020.965778439
"561",1,7,26,270000,7,1,12,5,355020.965778439
"562",2,7,32,270000,7,1,9,5,355020.965778439
"563",1,7,25,340000,7,1,13,5,447063.438387664
"564",2,7,62,270000,7,1,9,5,355020.965778439
"565",1,7,61,270000,7,1,9,5,355020.965778439
"566",1,7,31,381237.006102589,7,1,7,5,501285.667026007
"567",1,7,61,700800,7,1,7,5,921476.640064926
"568",1,7,41,381237.006102589,7,1,9,5,501285.667026007
"569",2,7,45,300030,1,1,9,7,394507.186527796
"570",1,7,22,270000,7,1,9,5,355020.965778439
"571",1,7,34,195000,7,1,9,5,256404.030839984
"572",2,7,37,270000,7,1,9,5,355020.965778439
"573",1,7,34,270000,7,1,9,3,355020.965778439
"574",2,7,43,230000,1,1,9,3,302425.267144596
"575",1,7,41,3e+05,4,1,7,5,394467.739753821
"576",1,7,20,240000,2,1,9,5,315574.191803057
"577",2,7,23,105469,7,1,7,2,138680.393480319
"578",1,7,39,150000,7,1,7,2,197233.869876911
"579",1,7,53,5e+05,7,1,9,2,657446.232923035
"580",2,7,66,261000,7,1,10,5,343186.933585824
"581",2,7,37,250000,7,1,11,5,328723.116461518
"582",2,7,33,299320,7,1,14,3,393573.612877046
"583",1,7,42,4e+05,7,1,9,5,525956.986338428
"584",1,7,43,250000,7,1,9,5,328723.116461518
"585",2,7,52,5e+05,7,1,9,2,657446.232923035
"586",1,7,20,381237.006102589,7,1,12,9,501285.667026007
"587",1,7,67,1e+05,7,1,9,5,131489.246584607
"588",2,7,53,45000,7,1,9,7,59170.1609630732
"589",2,7,40,240000,7,1,9,7,315574.191803057
"590",1,7,27,276000,7,1,11,5,362910.320573515
"591",1,7,33,330000,7,1,9,5,433914.513729203
"592",1,7,23,275000,7,1,11,5,361595.428107669
"593",1,7,39,275000,7,1,99,4,361595.428107669
"594",1,7,56,276000,7,1,7,5,362910.320573515
"595",2,7,26,60000,7,1,13,2,78893.5479507642
"596",2,7,43,2e+05,7,1,9,7,262978.493169214
"597",2,7,21,278000,7,1,12,5,365540.105505208
"598",2,7,22,150000,7,1,14,2,197233.869876911
"599",2,7,36,154000,7,1,11,4,202493.439740295
"600",2,7,56,1e+05,1,1,7,2,131489.246584607
"601",1,7,67,270000,7,1,6,5,355020.965778439
"602",2,7,72,10000,7,1,6,2,13148.9246584607
"603",2,7,43,120000,7,1,9,5,157787.095901528
"604",2,7,51,270000,7,1,9,5,355020.965778439
"605",2,7,28,270000,7,1,11,5,355020.965778439
"606",1,7,25,270000,7,1,11,5,355020.965778439
"607",2,7,56,10000,1,1,11,2,13148.9246584607
"608",1,7,61,310000,7,1,11,5,407616.664412282
"609",1,7,33,4e+05,7,1,11,3,525956.986338428
"610",1,7,44,5e+05,7,1,9,5,657446.232923035
"611",1,7,51,3e+05,7,1,9,2,394467.739753821
"612",2,7,23,305000,7,1,13,3,401042.202083051
"613",1,7,49,309878,7,1,9,2,407456.247531449
"614",2,7,50,381237.006102589,7,1,9,9,501285.667026007
"615",2,7,53,340000,7,1,13,3,447063.438387664
"616",1,7,57,550000,7,1,11,5,723190.856215339
"617",2,7,51,550000,7,1,11,5,723190.856215339
"618",1,7,29,650000,7,1,15,5,854680.102799946
"619",2,7,24,7e+05,7,1,15,5,920424.726092249
"620",1,7,65,150000,7,1,11,2,197233.869876911
"621",1,7,48,3e+05,7,1,9,2,394467.739753821
"622",1,7,25,276000,7,1,13,5,362910.320573515
"623",1,7,61,270000,7,1,9,2,355020.965778439
"624",2,7,58,3e+05,4,1,7,7,394467.739753821
"625",1,7,62,1e+05,7,1,11,2,131489.246584607
"626",1,7,22,270000,7,1,11,5,355020.965778439
"627",1,7,21,1e+05,7,1,7,5,131489.246584607
"628",1,7,26,270000,7,1,9,5,355020.965778439
"629",1,7,47,2e+05,4,1,7,2,262978.493169214
"630",1,7,32,270000,7,1,9,5,355020.965778439
"631",2,7,28,150000,1,1,12,5,197233.869876911
"632",2,7,49,381237.006102589,7,1,7,2,501285.667026007
"633",1,7,37,270000,7,1,7,5,355020.965778439
"634",1,7,54,480000,7,1,7,5,631148.383606114
"635",1,7,40,1300000,7,1,15,2,1709360.20559989
"636",2,7,24,1e+05,7,1,14,5,131489.246584607
"637",2,7,67,381237.006102589,1,1,11,2,501285.667026007
"638",1,7,61,9e+05,7,1,9,5,1183403.21926146
"639",2,7,42,1e+06,2,1,12,5,1314892.46584607
"640",1,7,48,150000,7,1,14,2,197233.869876911
"641",1,7,41,1200000,2,1,15,3,1577870.95901528
"642",1,7,51,450000,7,1,9,5,591701.609630732
"643",2,7,50,438000,7,1,7,5,575922.900040579
"644",1,7,57,9e+05,7,1,15,3,1183403.21926146
"645",2,7,56,896166,7,1,15,3,1178361.92154741
"646",1,7,56,8e+05,2,1,11,3,1051913.97267686
"647",2,7,43,290000,7,1,9,5,381318.81509536
"648",1,7,46,6e+05,7,1,15,1,788935.479507642
"649",2,7,46,9e+05,7,1,15,3,1183403.21926146
"650",1,7,43,381237.006102589,7,1,15,5,501285.667026007
"651",2,7,46,491000,7,1,12,5,645612.200730421
"652",1,7,48,1500000,7,1,15,5,1972338.69876911
"653",2,7,49,9e+05,7,1,15,3,1183403.21926146
"654",2,7,43,8e+05,7,1,15,3,1051913.97267686
"655",1,7,33,6e+05,7,1,15,4,788935.479507642
"656",2,7,57,560000,7,1,9,3,736339.780873799
"657",2,7,49,350000,7,1,11,5,460212.363046125
"658",2,7,51,316000,6,1,11,5,415506.019207358
"659",2,7,36,1200000,7,1,15,3,1577870.95901528
"660",2,7,48,8e+05,1,1,15,3,1051913.97267686
"661",1,7,53,436744,7,1,9,5,574271.395103476
"662",1,7,23,185000,2,1,14,5,243255.106181523
"663",1,7,51,263000,7,1,9,5,345816.718517517
"664",1,7,34,3500000,7,1,17,3,4602123.63046125
"665",2,7,35,3e+06,7,1,17,3,3944677.39753821
"666",1,7,63,4e+05,7,1,15,5,525956.986338428
"667",2,7,62,350000,2,1,13,3,460212.363046125
"668",1,7,45,270000,7,1,7,5,355020.965778439
"669",2,7,42,3e+05,7,1,11,5,394467.739753821
"670",1,7,22,170000,7,1,14,5,223531.719193832
"671",2,7,67,580000,7,1,13,5,762637.630190721
"672",1,7,63,1350000,7,1,15,4,1775104.82889219
"673",1,7,39,480000,7,1,11,2,631148.383606114
"674",1,7,51,1400000,7,1,17,3,1840849.4521845
"675",1,7,64,6e+05,7,1,13,5,788935.479507642
"676",2,7,61,6e+05,7,1,13,3,788935.479507642
"677",1,7,50,410493,7,1,7,5,539754.152982551
"678",1,7,28,326178,7,1,15,2,428888.99472474
"679",2,7,21,350000,7,1,13,5,460212.363046125
"680",1,7,30,550000,7,1,13,5,723190.856215339
"681",2,7,66,56000,7,1,15,7,73633.9780873799
"682",2,7,45,302000,7,1,12,5,397097.524685513
"683",2,7,48,350000,7,1,11,2,460212.363046125
"684",1,7,57,3e+05,7,1,9,5,394467.739753821
"685",2,7,56,50000,7,1,9,5,65744.6232923035
"686",1,7,48,270000,7,1,13,5,355020.965778439
"687",1,7,55,1200000,2,1,15,4,1577870.95901528
"688",2,7,49,8e+05,7,1,15,4,1051913.97267686
"689",1,7,28,6e+05,7,1,12,4,788935.479507642
"690",2,7,45,470000,7,1,15,4,617999.458947653
"691",1,7,41,280000,7,1,14,4,368169.8904369
"692",2,7,54,280000,7,1,13,5,368169.8904369
"693",2,7,42,435158,7,1,11,5,572185.975652644
"694",1,7,20,3e+05,7,1,11,5,394467.739753821
"695",1,7,32,6e+05,7,1,11,3,788935.479507642
"696",2,7,40,6e+05,7,1,13,3,788935.479507642
"697",2,7,62,2e+05,7,1,9,2,262978.493169214
"698",2,7,58,257000,7,1,7,3,337927.36372244
"699",1,7,23,4e+05,7,1,9,2,525956.986338428
"700",1,7,48,276000,7,1,7,5,362910.320573515
"701",1,7,61,350000,7,1,9,5,460212.363046125
"702",1,7,54,350000,7,1,9,5,460212.363046125
"703",1,7,63,40000,7,1,9,5,52595.6986338428
"704",2,7,36,270000,7,1,11,5,355020.965778439
"705",1,7,48,1e+05,7,1,7,2,131489.246584607
"706",2,7,44,111496,7,1,7,3,146605.250371973
"707",1,7,38,3e+05,7,1,9,5,394467.739753821
"708",1,7,18,57000,7,1,7,5,74948.870553226
"709",2,7,74,2e+05,7,1,6,2,262978.493169214
"710",1,7,44,150000,7,1,7,2,197233.869876911
"711",1,7,69,276000,7,1,7,5,362910.320573515
"712",2,7,35,276000,7,1,9,5,362910.320573515
"713",1,7,35,276000,7,1,9,5,362910.320573515
"714",1,7,21,381237.006102589,7,1,9,5,501285.667026007
"715",2,7,37,150000,4,1,5,2,197233.869876911
"716",1,7,22,238635,7,1,7,5,313779.363587177
"717",1,7,60,4e+05,7,1,7,5,525956.986338428
"718",1,7,52,240000,7,1,7,5,315574.191803057
"719",1,7,22,240000,7,1,9,5,315574.191803057
"720",2,7,46,10000,7,1,9,5,13148.9246584607
"721",1,7,25,350000,7,1,11,4,460212.363046125
"722",2,7,23,2e+05,7,1,13,5,262978.493169214
"723",1,7,73,6e+05,7,1,15,3,788935.479507642
"724",1,7,59,337310,7,1,9,5,443526.377654538
"725",1,7,58,270000,7,1,7,5,355020.965778439
"726",2,7,53,150000,7,1,13,5,197233.869876911
"727",1,7,25,50000,7,1,15,5,65744.6232923035
"728",2,7,82,1e+05,1,1,6,2,131489.246584607
"729",2,7,44,220000,7,1,9,5,289276.342486135
"730",2,7,24,270000,7,1,9,5,355020.965778439
"731",1,7,20,250000,7,1,9,5,328723.116461518
"732",2,7,51,250000,7,1,9,2,328723.116461518
"733",2,7,21,290000,7,1,13,5,381318.81509536
"734",2,7,46,3e+05,7,1,9,2,394467.739753821
"735",1,7,42,7e+05,7,1,9,5,920424.726092249
"736",2,7,42,150000,7,1,7,5,197233.869876911
"737",2,7,51,220000,1,1,11,4,289276.342486135
"738",1,7,42,220000,7,1,9,5,289276.342486135
"739",2,7,47,2e+05,7,1,9,2,262978.493169214
"740",1,7,29,180000,7,1,14,5,236680.643852293
"741",2,7,30,5e+05,7,1,15,4,657446.232923035
"742",1,7,42,280000,2,1,5,5,368169.8904369
"743",2,7,48,150000,1,1,1,5,197233.869876911
"744",2,7,50,150000,1,1,11,5,197233.869876911
"745",1,7,25,280000,7,1,9,5,368169.8904369
"746",2,7,36,381237.006102589,7,1,9,5,501285.667026007
"747",1,7,20,381237.006102589,7,1,9,5,501285.667026007
"748",2,7,66,85000,1,1,11,7,111765.859596916
"749",2,7,59,160000,6,1,7,7,210382.794535371
"750",1,7,57,280000,7,1,7,5,368169.8904369
"751",2,7,56,280000,7,1,7,5,368169.8904369
"752",1,7,19,280000,7,1,7,5,368169.8904369
"753",1,7,28,280000,7,1,11,5,368169.8904369
"754",1,7,40,3e+05,7,1,7,2,394467.739753821
"755",2,7,32,380000,7,1,9,5,499659.137021507
"756",2,7,45,407000,7,1,13,3,535161.233599351
"757",1,7,45,540000,7,1,9,3,710041.931556878
"758",2,7,43,4e+05,7,1,9,5,525956.986338428
"759",1,7,45,420000,7,1,7,5,552254.83565535
"760",2,7,56,5e+05,7,1,9,5,657446.232923035
"761",1,7,48,4e+05,4,1,9,2,525956.986338428
"762",1,7,41,260000,7,1,11,5,341872.041119978
"763",2,7,42,3e+05,7,1,11,5,394467.739753821
"764",1,7,40,1500000,7,1,15,5,1972338.69876911
"765",2,7,38,155000,7,1,9,5,203808.332206141
"766",1,7,51,4e+05,7,1,13,5,525956.986338428
"767",2,7,37,160000,7,1,12,5,210382.794535371
"768",1,7,44,350000,7,1,9,5,460212.363046125
"769",1,7,75,80000,1,1,6,5,105191.397267686
"770",1,7,61,265000,1,1,99,5,348446.503449209
"771",1,7,49,150000,1,1,7,1,197233.869876911
"772",2,7,44,150000,7,1,11,1,197233.869876911
"773",1,7,26,315000,7,1,14,5,414191.126741512
"774",2,7,47,270000,7,1,9,5,355020.965778439
"775",1,7,19,184000,7,1,9,5,241940.213715677
"776",1,7,28,290000,7,1,11,5,381318.81509536
"777",2,7,23,180000,7,1,11,5,236680.643852293
"778",1,7,50,270000,5,1,9,5,355020.965778439
"779",2,7,21,3e+05,7,1,9,5,394467.739753821
"780",2,7,42,1e+05,7,1,9,2,131489.246584607
"781",1,7,38,650000,7,1,7,5,854680.102799946
"782",1,7,55,1e+05,7,1,7,2,131489.246584607
"783",2,7,50,4e+05,7,1,9,3,525956.986338428
"784",2,7,54,260000,7,1,7,5,341872.041119978
"785",1,7,69,270000,7,1,1,5,355020.965778439
"786",1,7,47,380000,2,1,9,5,499659.137021507
"787",1,7,20,278000,7,1,7,5,365540.105505208
"788",1,7,18,240000,7,1,7,5,315574.191803057
"789",1,7,42,275000,1,1,7,5,361595.428107669
"790",2,7,44,20000,7,1,11,2,26297.8493169214
"791",1,7,17,262879,7,1,11,5,345657.616529149
"792",2,7,51,66000,7,1,7,5,86782.9027458406
"793",1,7,38,342114,7,1,11,5,449843.121060462
"794",2,7,31,2e+05,7,1,11,5,262978.493169214
"795",1,7,51,480000,7,1,7,2,631148.383606114
"796",2,7,38,236678,2,1,9,5,311206.119031516
"797",2,7,22,270000,7,1,9,5,355020.965778439
"798",1,7,40,381237.006102589,1,1,7,2,501285.667026007
"799",2,7,37,4e+05,7,1,11,2,525956.986338428
"800",1,7,40,5e+05,7,1,12,5,657446.232923035
"801",2,7,47,2e+05,7,1,7,5,262978.493169214
"802",1,7,47,264000,7,1,7,5,347131.610983363
"803",1,7,22,268000,7,1,14,5,352391.180846747
"804",1,7,21,250000,7,1,11,5,328723.116461518
"805",2,7,56,160000,7,1,7,5,210382.794535371
"806",1,7,40,264000,7,1,7,5,347131.610983363
"807",2,7,21,280000,7,1,9,5,368169.8904369
"808",2,7,71,108000,7,1,7,7,142008.386311376
"809",1,7,60,275000,7,1,9,3,361595.428107669
"810",2,7,50,180000,7,1,7,5,236680.643852293
"811",1,7,29,275000,7,1,11,5,361595.428107669
"812",2,7,26,120000,7,1,11,5,157787.095901528
"813",2,7,57,180000,7,1,7,7,236680.643852293
"814",1,7,35,7e+05,7,1,13,5,920424.726092249
"815",1,7,55,8e+05,7,1,9,2,1051913.97267686
"816",2,7,51,381237.006102589,7,1,9,9,501285.667026007
"817",1,7,26,6e+05,7,1,15,5,788935.479507642
"818",1,7,56,565000,7,1,7,5,742914.24320303
"819",1,7,23,578421,7,1,11,8,760561.41498715
"820",1,7,36,6e+05,7,1,15,5,788935.479507642
"821",1,7,54,5e+05,7,1,7,5,657446.232923035
"822",2,7,53,3e+05,7,1,7,5,394467.739753821
"823",1,7,26,5e+05,7,1,15,2,657446.232923035
"824",1,7,19,412076,7,1,11,2,541835.627755985
"825",1,7,38,7e+05,7,1,11,5,920424.726092249
"826",2,7,40,130000,7,1,9,7,170936.020559989
"827",2,7,47,276000,7,1,9,7,362910.320573515
"828",2,7,53,450000,9,1,9,2,591701.609630732
"829",1,7,58,450000,9,1,9,2,591701.609630732
"830",2,7,28,270000,9,1,11,3,355020.965778439
"831",1,7,26,5e+05,9,1,9,5,657446.232923035
"832",1,7,43,1100000,7,1,9,3,1446381.71243068
"833",2,7,43,4e+05,7,1,15,3,525956.986338428
"834",1,7,32,275000,7,1,9,5,361595.428107669
"835",2,7,39,275000,7,1,9,5,361595.428107669
"836",1,7,24,5e+05,7,1,15,5,657446.232923035
"837",1,7,28,280000,7,1,15,5,368169.8904369
"838",1,7,31,280000,7,1,13,5,368169.8904369
"839",2,7,42,850000,7,1,15,3,1117658.59596916
"840",1,7,50,250000,7,1,9,2,328723.116461518
"841",1,7,18,240000,7,1,11,5,315574.191803057
"842",2,7,39,1e+05,7,1,7,2,131489.246584607
"843",1,7,43,380000,7,1,7,5,499659.137021507
"844",1,7,39,280000,7,1,7,2,368169.8904369
"845",2,7,42,250000,7,1,9,2,328723.116461518
"846",1,7,53,250000,7,1,9,2,328723.116461518
"847",2,7,43,120000,7,1,7,7,157787.095901528
"848",1,7,18,244000,7,1,11,5,320833.761666441
"849",2,7,41,120000,7,1,9,2,157787.095901528
"850",1,7,67,1e+05,7,1,6,2,131489.246584607
"851",1,7,50,270000,7,2,7,5,355020.965778439
"852",1,7,47,270000,7,2,11,5,355020.965778439
"853",1,7,55,5e+05,7,2,9,5,657446.232923035
"854",1,7,29,1200000,7,2,14,5,1577870.95901528
"855",2,7,27,1e+06,7,2,15,4,1314892.46584607
"856",1,7,28,1200000,7,2,17,3,1577870.95901528
"857",2,7,27,1400000,7,2,17,3,1840849.4521845
"858",1,7,38,350000,7,2,15,5,460212.363046125
"859",2,7,31,1e+06,7,2,13,5,1314892.46584607
"860",2,7,35,1400000,7,2,15,3,1840849.4521845
"861",1,7,44,9e+05,7,2,15,5,1183403.21926146
"862",1,7,39,270000,7,2,15,5,355020.965778439
"863",2,7,35,876882,7,2,15,4,1153005.53523603
"864",1,7,37,1700000,7,2,15,5,2235317.19193832
"865",2,7,36,250000,7,2,9,5,328723.116461518
"866",1,7,48,1700000,7,2,17,2,2235317.19193832
"867",2,7,49,550000,7,2,17,3,723190.856215339
"868",1,7,29,8e+05,7,2,15,5,1051913.97267686
"869",2,7,26,1287400,7,2,15,3,1692792.56053023
"870",1,7,31,477916,7,2,15,5,628408.147707291
"871",2,7,35,3e+05,7,2,15,5,394467.739753821
"872",1,7,63,30000,7,2,6,2,39446.7739753821
"873",2,7,41,3e+05,7,2,11,5,394467.739753821
"874",2,7,24,3e+05,7,2,11,5,394467.739753821
"875",1,7,20,275000,7,2,14,5,361595.428107669
"876",1,7,36,381237.006102589,7,2,11,5,501285.667026007
"877",2,7,53,190000,7,2,7,7,249829.568510753
"878",2,7,32,40000,7,2,9,7,52595.6986338428
"879",2,7,37,260000,7,2,11,5,341872.041119978
"880",1,7,30,60000,7,2,11,2,78893.5479507642
"881",1,7,57,260000,7,2,7,5,341872.041119978
"882",1,7,28,260000,7,2,9,5,341872.041119978
"883",2,7,38,260000,7,2,9,5,341872.041119978
"884",1,7,26,260000,7,2,9,5,341872.041119978
"885",1,7,57,2e+05,7,2,7,2,262978.493169214
"886",2,7,50,150000,7,2,9,7,197233.869876911
"887",1,7,26,5e+05,7,2,11,5,657446.232923035
"888",1,7,19,150000,7,2,9,5,197233.869876911
"889",1,7,44,150000,7,2,9,2,197233.869876911
"890",1,7,38,3e+05,7,2,7,5,394467.739753821
"891",2,7,31,216000,7,2,7,5,284016.772622751
"892",1,7,69,280000,7,2,9,5,368169.8904369
"893",1,7,27,370000,7,2,9,5,486510.212363046
"894",2,7,26,290000,7,2,11,5,381318.81509536
"895",1,7,40,527000,7,2,11,5,692948.329500879
"896",2,7,40,240000,7,2,9,7,315574.191803057
"897",1,7,69,150000,7,2,1,5,197233.869876911
"898",1,7,39,240774,1,2,7,5,316591.918571622
"899",1,7,34,320000,7,2,11,5,420765.589070742
"900",2,7,34,299000,7,2,11,5,393152.847287975
"901",1,7,44,9e+05,7,2,9,5,1183403.21926146
"902",1,7,42,540000,7,2,9,5,710041.931556878
"903",1,7,49,260000,7,2,7,5,341872.041119978
"904",1,7,51,260000,7,2,7,5,341872.041119978
"905",1,7,54,381237.006102589,1,2,9,2,501285.667026007
"906",2,7,53,260000,7,2,7,7,341872.041119978
"907",2,7,33,260000,7,2,11,5,341872.041119978
"908",1,7,24,260000,7,2,15,5,341872.041119978
"909",1,7,38,375000,7,2,11,5,493084.674692276
"910",2,7,35,1e+05,7,2,7,7,131489.246584607
"911",2,7,46,1300000,7,2,15,3,1709360.20559989
"912",1,7,54,250000,7,2,7,2,328723.116461518
"913",1,7,24,350000,7,2,14,5,460212.363046125
"914",2,7,22,276000,7,2,13,5,362910.320573515
"915",1,7,20,450000,7,2,13,5,591701.609630732
"916",1,7,52,394370,7,2,9,3,518554.141755715
"917",2,7,50,270000,7,2,9,3,355020.965778439
"918",1,7,25,250000,7,2,7,5,328723.116461518
"919",1,7,25,70000,7,2,9,5,92042.4726092249
"920",1,7,22,270000,7,2,11,5,355020.965778439
"921",1,7,28,263746,7,2,11,5,346797.628297038
"922",1,7,26,350000,7,2,7,5,460212.363046125
"923",1,7,54,3e+05,7,1,14,3,394467.739753821
"924",1,7,29,520000,7,1,16,5,683744.082239957
"925",1,7,22,130000,7,1,9,2,170936.020559989
"926",2,7,41,245000,7,1,7,3,322148.654132287
"927",2,7,19,275000,7,1,9,5,361595.428107669
"928",1,7,45,5e+05,7,1,11,5,657446.232923035
"929",2,7,42,4e+05,7,1,9,5,525956.986338428
"930",2,7,26,665382,7,1,15,3,874905.77870959
"931",1,7,62,4e+05,7,1,11,5,525956.986338428
"932",1,7,30,4e+05,7,1,14,5,525956.986338428
"933",1,7,22,240000,7,1,13,5,315574.191803057
"934",1,7,63,350000,7,1,9,3,460212.363046125
"935",2,7,44,1200000,9,1,15,3,1577870.95901528
"936",1,7,60,4e+05,7,1,9,5,525956.986338428
"937",1,7,65,240000,7,1,6,5,315574.191803057
"938",2,7,54,3e+05,7,1,9,5,394467.739753821
"939",1,7,29,381237.006102589,7,1,11,5,501285.667026007
"940",2,7,38,350000,7,1,15,3,460212.363046125
"941",1,7,47,550000,7,1,9,5,723190.856215339
"942",1,7,46,320000,7,1,9,3,420765.589070742
"943",1,7,58,381237.006102589,1,1,9,5,501285.667026007
"944",1,7,57,380000,7,1,11,5,499659.137021507
"945",2,7,56,315000,7,1,11,5,414191.126741512
"946",1,7,59,5e+05,7,1,9,5,657446.232923035
"947",1,7,58,350000,7,1,9,5,460212.363046125
"948",1,7,29,2e+05,7,1,14,5,262978.493169214
"949",1,7,56,1200000,7,1,15,5,1577870.95901528
"950",2,7,31,8e+05,7,1,15,3,1051913.97267686
"951",2,7,59,240000,7,1,9,5,315574.191803057
"952",1,7,58,320000,7,1,9,5,420765.589070742
"953",1,7,65,450000,7,1,7,5,591701.609630732
"954",1,7,49,1e+06,7,1,14,1,1314892.46584607
"955",2,7,59,1250000,7,1,15,3,1643615.58230759
"956",2,7,57,7e+05,7,1,13,5,920424.726092249
"957",1,7,37,1150000,7,1,15,5,1512126.33572298
"958",1,7,62,5e+05,7,1,9,1,657446.232923035
"959",2,7,61,5e+05,7,1,13,2,657446.232923035
"960",2,7,36,6e+05,7,1,14,5,788935.479507642
"961",1,7,56,1500000,7,1,15,5,1972338.69876911
"962",2,7,51,1300000,1,1,15,5,1709360.20559989
"963",1,7,63,4e+05,7,1,13,2,525956.986338428
"964",2,7,63,4e+05,7,1,7,2,525956.986338428
"965",1,7,36,2200000,7,1,15,5,2892763.42486135
"966",1,7,52,5e+05,7,1,9,5,657446.232923035
"967",2,7,32,4e+05,7,1,9,5,525956.986338428
"968",2,7,52,381237.006102589,1,1,11,2,501285.667026007
"969",1,7,66,3e+05,7,1,11,2,394467.739753821
"970",1,7,35,381237.006102589,7,1,15,2,501285.667026007
"971",2,7,35,5e+05,7,1,15,5,657446.232923035
"972",2,7,68,340000,7,1,9,2,447063.438387664
"973",2,7,42,104765,7,1,11,2,137754.709184364
"974",1,7,24,2e+05,7,1,14,5,262978.493169214
"975",1,7,17,2e+05,7,1,9,5,262978.493169214
"976",2,7,84,2e+05,7,1,6,2,262978.493169214
"977",1,7,61,279107,7,1,11,5,366995.691464899
"978",1,7,39,381237.006102589,1,1,1,9,501285.667026007
"979",2,7,50,4e+05,7,1,9,5,525956.986338428
"980",1,7,67,381237.006102589,7,1,6,2,501285.667026007
"981",1,7,62,4e+05,1,1,7,5,525956.986338428
"982",2,7,39,350000,7,1,11,5,460212.363046125
"983",2,7,23,340000,7,1,11,8,447063.438387664
"984",1,7,39,340000,7,1,11,3,447063.438387664
"985",1,7,27,4e+05,7,1,11,5,525956.986338428
"986",1,7,28,3e+05,7,1,11,5,394467.739753821
"987",1,7,30,310000,7,1,9,5,407616.664412282
